25-Sep-2026 05:07:18 | INFO    | KLayout version detected: 0.30.0
25-Sep-2026 05:07:18 | INFO    | Using DRC JSON file: /pdk/libs.tech/klayout/tech/drc/tech_mod_relaxed.json
25-Sep-2026 05:07:18 | INFO    | Running IHP-SG13G2 main checks on design /work/gain-3t-thin-l13n-t2-relaxeddeck.gds, topcell: ARRAY_3T_thin_L13n
2026-09-25 05:07:19 +0000: Memory Usage (414140K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/gain-3t-thin-l13n-t2-relaxeddeck.gds
2026-09-25 05:07:19 +0000: Memory Usage (414140K) : Ruby Version for klayout: 3.3.8
2026-09-25 05:07:19 +0000: Memory Usage (415272K) : Loading database to memory is complete.
2026-09-25 05:07:19 +0000: Memory Usage (415272K) : IHP-SG13G2 KLayout DRC runset output at: /work/gain-3t-thin-l13n-t2-relaxeddeck-main/gain-3t-thin-l13n-t2-relaxeddeck_ARRAY_3T_thin_L13n_main.lyrdb
2026-09-25 05:07:19 +0000: Memory Usage (415272K) : Evaluate switches.
2026-09-25 05:07:19 +0000: Memory Usage (415272K) : tables selected: main
2026-09-25 05:07:19 +0000: Memory Usage (415272K) : KLayout will use 32 thread(s) in tiling mode.
2026-09-25 05:07:19 +0000: Memory Usage (415272K) : flat mode is enabled.
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : activ_iopc has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : activ_noqrc has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : biwind_drw has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : biwind_opc has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : pemwind_drw has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : gatpoly_drw has 40 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : gatpoly_pin has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : gatpoly_filler has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : gatpoly_nofill has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416552K) : gatpoly_opc has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416808K) : gatpoly_iopc has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416808K) : gatpoly_noqrc has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416808K) : cont_drw has 108 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416808K) : cont_opc has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416808K) : nsd_drw has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (416808K) : nsd_block has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417064K) : metal1_drw has 76 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417064K) : metal1_pin has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417064K) : metal1_mask has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417064K) : metal1_filler has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417320K) : metal1_nofill has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417320K) : metal1_slit has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417320K) : metal1_text has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417576K) : metal1_opc has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417576K) : metal1_noqrc has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417576K) : metal1_res has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417832K) : metal1_iprobe has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417832K) : metal1_diffprb has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (417832K) : passiv_drw has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418088K) : passiv_pin has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418088K) : passiv_sbump has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418088K) : passiv_pillar has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418088K) : passiv_pdl has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418088K) : metal2_drw has 17 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418088K) : metal2_pin has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418088K) : metal2_mask has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418088K) : metal2_filler has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418344K) : metal2_nofill has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418344K) : metal2_slit has 0 polygons
2026-09-25 05:07:19 +0000: Memory Usage (418344K) : metal2_text has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (418600K) : metal2_opc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (418600K) : metal2_noqrc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (418856K) : metal2_res has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (418856K) : metal2_iprobe has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (418856K) : metal2_diffprb has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419112K) : baspoly_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419112K) : baspoly_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419112K) : psd_drw has 4 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419368K) : nldb_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419368K) : digibnd_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419624K) : via1_drw has 44 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419624K) : backmetal1_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419624K) : backmetal1_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419880K) : backmetal1_mask has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419880K) : backmetal1_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (419880K) : backmetal1_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420136K) : backmetal1_slit has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420136K) : backmetal1_text has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420136K) : backmetal1_opc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420392K) : backmetal1_noqrc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420392K) : backmetal1_res has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420392K) : backmetal1_iprobe has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420648K) : backmetal1_diffprb has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420648K) : backpassiv_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420904K) : res_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420904K) : sram_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (420904K) : trans_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421160K) : ind_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421160K) : ind_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421160K) : ind_text has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421416K) : salblock_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421416K) : via2_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421416K) : metal3_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421672K) : metal3_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421672K) : metal3_mask has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421928K) : metal3_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421928K) : metal3_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (421928K) : metal3_slit has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422184K) : metal3_text has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422184K) : metal3_opc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422184K) : metal3_noqrc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422440K) : metal3_res has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422440K) : metal3_iprobe has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : metal3_diffprb has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : nwell_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : nwell_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : nbulay_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : nbulay_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : nbulay_block has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : emwind_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : emwind_opc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : deepco_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : deepco_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : mim_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : edgeseal_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : edgeseal_bound has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : substrate_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : substrate_text has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : dfpad_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : dfpad_pillar has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : dfpad_sbump has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : thickgateox_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : pldb_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : pwell_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : pwell_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : pwell_block has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : ic_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422696K) : via3_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422952K) : metal4_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422952K) : metal4_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (422952K) : metal4_mask has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423208K) : metal4_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423208K) : metal4_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423464K) : metal4_slit has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423464K) : metal4_text has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423464K) : metal4_opc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423464K) : metal4_noqrc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423720K) : metal4_res has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423720K) : metal4_iprobe has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423976K) : metal4_diffprb has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423976K) : heattrans_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (423976K) : heatres_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (424232K) : pempoly_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (424232K) : fbe_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (424488K) : empoly_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (424488K) : ldmos_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (424488K) : pbiwind_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (424744K) : digisub_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (424744K) : nodrc_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (424744K) : text_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425000K) : via4_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425000K) : metal5_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425000K) : metal5_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425256K) : metal5_mask has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425256K) : metal5_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : metal5_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : metal5_slit has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : metal5_text has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : metal5_opc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : metal5_noqrc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : metal5_res has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : metal5_iprobe has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : metal5_diffprb has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : radhard_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : memcap_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : varicap_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : flash_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : intbondvia_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : intbondmet_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : devbondvia_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : devbondmet_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : devtrench_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : redist_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphbot_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphtop_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : antvia1_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : antmetal2_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphcont_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : siwg_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : siwg_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : siwg_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : sigrating_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : singrating_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphpas_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : emwind3_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : emwihv3_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : redbulay_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : smos_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphpad_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : polimide_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : polimide_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_esd has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_diode has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_tsv has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_iprobe has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_diffprb has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_pillar has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_sbump has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_otp has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_pdiode has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_mom has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : recog_pcm has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : colopen_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmetal1_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmetal1_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmetal1_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmetal1_slit has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmetal1_opc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmet1l_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmet1l_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmet1l_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmet1l_slit has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphmet1l_opc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : extblock_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : nldd_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : pldd_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : next_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : pext_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : nexthv_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : pexthv_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : graphgate_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : sinwg_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : sinwg_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : sinwg_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : mempad_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topvia1_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_mask has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_slit has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_text has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_noqrc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_res has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_iprobe has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topmetal1_diffprb has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : inldpwl_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : polyres_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : polyres_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : vmim_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : nbulaycut_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : antmetal1_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425512K) : topvia2_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_pin has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_mask has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_filler has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_nofill has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_slit has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_text has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_noqrc has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_res has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_iprobe has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : topmetal2_diffprb has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : snsring_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : sensor_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : snsarms_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : snscmosvia_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : colwind_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : flm_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : hafniumox_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : memvia_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : thinfilmres_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : rfmem_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m2m3 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m2m4 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m2m5 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m2tm1 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m2tm2 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m3m4 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m3m5 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m3tm1 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m3tm2 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m4m5 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m4tm1 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m4tm2 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m5tm1 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m5tm2 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_tm1tm2 has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m1sub has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m2sub has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m3sub has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m4sub has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_m5sub has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_tm1sub has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : norcx_tm2sub has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : snsbotvia_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : snstopvia_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : deepvia_drw has 0 polygons
2026-09-25 05:07:20 +0000: Memory Usage (425768K) : fgetch_drw has 0 polygons
