25-Sep-2026 05:03:48 | INFO    | KLayout version detected: 0.30.0
25-Sep-2026 05:03:48 | INFO    | Using DRC JSON file: /pdk/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
25-Sep-2026 05:03:48 | INFO    | Running IHP-SG13G2 main checks on design /work/gain-mixed-t2w30-nomark.gds, topcell: ARRAY_MIXED
2026-09-25 05:03:49 +0000: Memory Usage (415064K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/gain-mixed-t2w30-nomark.gds
2026-09-25 05:03:49 +0000: Memory Usage (415064K) : Ruby Version for klayout: 3.3.8
2026-09-25 05:03:49 +0000: Memory Usage (416164K) : Loading database to memory is complete.
2026-09-25 05:03:49 +0000: Memory Usage (416164K) : IHP-SG13G2 KLayout DRC runset output at: /work/gain-mixed-t2w30-nomark-main/gain-mixed-t2w30-nomark_ARRAY_MIXED_main.lyrdb
2026-09-25 05:03:49 +0000: Memory Usage (416164K) : Evaluate switches.
2026-09-25 05:03:49 +0000: Memory Usage (416164K) : tables selected: main
2026-09-25 05:03:49 +0000: Memory Usage (416164K) : KLayout will use 32 thread(s) in tiling mode.
2026-09-25 05:03:49 +0000: Memory Usage (416164K) : flat mode is enabled.
2026-09-25 05:03:49 +0000: Memory Usage (418468K) : metal1_iprobe has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418468K) : metal1_diffprb has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418724K) : passiv_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418724K) : passiv_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418724K) : passiv_sbump has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418724K) : passiv_pillar has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418724K) : passiv_pdl has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418724K) : metal2_drw has 17 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418980K) : metal2_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418980K) : metal2_mask has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (418980K) : metal2_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (419236K) : metal2_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (419236K) : metal2_slit has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (419236K) : metal2_text has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (419492K) : metal2_opc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (419492K) : metal2_noqrc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (419748K) : metal2_res has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (419748K) : metal2_iprobe has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (419748K) : metal2_diffprb has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420004K) : baspoly_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420004K) : baspoly_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420004K) : psd_drw has 8 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420260K) : nldb_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420260K) : digibnd_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420516K) : via1_drw has 80 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420516K) : backmetal1_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420516K) : backmetal1_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420516K) : backmetal1_mask has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420772K) : backmetal1_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (420772K) : backmetal1_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421028K) : backmetal1_slit has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421028K) : backmetal1_text has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421028K) : backmetal1_opc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421028K) : backmetal1_noqrc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421028K) : backmetal1_res has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421284K) : backmetal1_iprobe has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421284K) : backmetal1_diffprb has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421284K) : backpassiv_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421284K) : res_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421540K) : sram_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421540K) : trans_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421796K) : ind_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421796K) : ind_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421796K) : ind_text has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (421796K) : salblock_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422052K) : via2_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422052K) : metal3_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422308K) : metal3_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422308K) : metal3_mask has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422308K) : metal3_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422564K) : metal3_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422564K) : metal3_slit has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422564K) : metal3_text has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422820K) : metal3_opc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422820K) : metal3_noqrc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (422820K) : metal3_res has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423076K) : metal3_iprobe has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423076K) : metal3_diffprb has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : nwell_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : nwell_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : nbulay_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : nbulay_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : nbulay_block has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : emwind_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : emwind_opc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : deepco_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : deepco_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : mim_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : edgeseal_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : edgeseal_bound has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : substrate_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : substrate_text has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : dfpad_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : dfpad_pillar has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : dfpad_sbump has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : thickgateox_drw has 2 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : pldb_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : pwell_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : pwell_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : pwell_block has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : ic_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : via3_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : metal4_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : metal4_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : metal4_mask has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : metal4_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423332K) : metal4_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423588K) : metal4_slit has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423588K) : metal4_text has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423588K) : metal4_opc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423844K) : metal4_noqrc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423844K) : metal4_res has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (423844K) : metal4_iprobe has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424100K) : metal4_diffprb has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424100K) : heattrans_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424356K) : heatres_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424356K) : pempoly_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424356K) : fbe_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424612K) : empoly_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424612K) : ldmos_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424868K) : pbiwind_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424868K) : digisub_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424868K) : nodrc_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (424868K) : text_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425124K) : via4_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425124K) : metal5_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425380K) : metal5_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425380K) : metal5_mask has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425380K) : metal5_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : metal5_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : metal5_slit has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : metal5_text has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : metal5_opc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : metal5_noqrc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : metal5_res has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : metal5_iprobe has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : metal5_diffprb has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : radhard_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : memcap_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : varicap_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : flash_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : intbondvia_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : intbondmet_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : devbondvia_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : devbondmet_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : devtrench_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : redist_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : graphbot_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : graphtop_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : antvia1_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : antmetal2_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : graphcont_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : siwg_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : siwg_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : siwg_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : sigrating_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : singrating_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : graphpas_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : emwind3_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : emwihv3_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : redbulay_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : smos_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : graphpad_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : polimide_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : polimide_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : recog_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : recog_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : recog_esd has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425636K) : recog_diode has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : recog_tsv has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : recog_iprobe has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : recog_diffprb has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : recog_pillar has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : recog_sbump has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : recog_otp has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : recog_pdiode has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : recog_mom has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : recog_pcm has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : colopen_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmetal1_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmetal1_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmetal1_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmetal1_slit has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmetal1_opc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmet1l_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmet1l_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmet1l_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmet1l_slit has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphmet1l_opc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : extblock_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : nldd_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : pldd_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : next_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : pext_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : nexthv_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : pexthv_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : graphgate_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : sinwg_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : sinwg_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : sinwg_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : mempad_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topvia1_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_mask has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_slit has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_text has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_noqrc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_res has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_iprobe has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal1_diffprb has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : inldpwl_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : polyres_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : polyres_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : vmim_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : nbulaycut_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : antmetal1_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topvia2_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_pin has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_mask has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_filler has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_nofill has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_slit has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_text has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_noqrc has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_res has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_iprobe has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : topmetal2_diffprb has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : snsring_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : sensor_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : snsarms_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : snscmosvia_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : colwind_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : flm_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : hafniumox_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : memvia_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : thinfilmres_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : rfmem_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m2m3 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m2m4 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m2m5 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m2tm1 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m2tm2 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m3m4 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m3m5 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m3tm1 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m3tm2 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m4m5 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m4tm1 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m4tm2 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m5tm1 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m5tm2 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_tm1tm2 has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m1sub has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m2sub has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m3sub has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m4sub has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_m5sub has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_tm1sub has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : norcx_tm2sub has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : snsbotvia_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : snstopvia_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : deepvia_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : fgetch_drw has 0 polygons
2026-09-25 05:03:49 +0000: Memory Usage (425892K) : ctrgat_drw has 0 polygons
